fragment_id,response_no,response
MW07_1,13,Increasing the minimum wage will reduce race inequality and the gender gap.
MW07_1,14,Increasing the min wage reduces inequality so we should increase it
MW07_1,15,We should increase the minimum wage to reduce race and gender inequality
MW07_1,16,"We should increase the minimum wage, because it reduces race and gender inequality."
MW07_1,17,Minimum wage should be higher because it reduces race and gender inequality.
MW07_1,18,We should raise the minimum wage because it reduces race and gender inequality.
MW07_1,19,We must increase the minimum wage to support the gender pay gap and racial inequality
MW07_1,20,We should increase the minimum wage because raising the minimum wage reduces race and gender inequality
MW07_2,1,We should increase the minimum wage because this reduces income inequality.
MW07_2,2,Income inequality will be reduced with an increase in minimum wage.
MW07_2,3,We should increase the minimum wage because it reduces income inequality.
MW07_2,4,We should increase the minimum wage because it reduces income inequality.
MW07_2,5,Income inequality could be reduced by increasing the minimum wage.
MW07_2,6,It is important to increase the minimum wage which reduces income inequality that is prudent.
MW07_2,7,Upping the minimum wage is a good idea because it reduces income inequality. We should therefore increase the minimum wage.
MW07_2,8,Minimum wage should be increased to help the positive outcome of reducing income inequality.
MW07_2,9,The minimum wage should be increased because it will reduce income inequality.
MW07_2,10,The minimum wage should be increased because it would reduce income inequity.
MW07_2,11,We should increase he minimum wage to reduce income inequality.
MW07_2,12,Increasing the minimum wage reduces income inequality.
MW07_2,13,Increasing the min wage reduces inequality so we should do it
MW07_2,14,We should increase the minimum wage to reduce income inequality
MW07_2,15,"We should increase the minimum wage, because, it reduces income inequality."
MW07_2,16,"We should increase the minimum wage, because it would reduce income inequality."
MW07_2,17,We should increase the minimum wage because it reduces income inequality
MW07_2,18,"Increasing the minimum wage has been shown to reduce the prevelent issue of income inequality. Because of that, we should increase the minimum wage."
MW07_2,19,We should raise the minimum wage because that reduces income inequality.
MW08_1,1,We should increase the minimum wage because Increasing the minimum wage has the desirable effect of increasing worker productivity and reducing employee turnover.
MW08_1,2,Worker productivity and reduced employee turnover would be some of the advantages of increasing minimum wage
MW08_1,3,The minimum wage should be increased because it increases worker productivity and reduces employee turnover.
MW08_1,4,Minimum wage should be increased because it increases productivity and decreases turnover.
MW08_1,5,There's need to increase the minimum wage hence increases wage which is increases worker productivity and reduces employee turnover which is advantageous.
MW08_1,6,The minimum wage should be increased to increase worker productivity and reduce employee turnover.
MW08_1,7,"Lifting the minimum wage standard positively impacts worker productivity, creating as well the further positive effect of reducing employee turnover.  We should, therefore, increase the minimum wage."
MW08_1,8,"Increasing the minimum wage can increase productivity and reduce turnover, so the minimum wage should be raised."
MW08_1,9,The minimum wage should be increased because it will improve worker productivity and reduce turnover.
MW08_1,10,We should increase the minimum wage because it increases worker productivity and reduces employee turnover.
MW08_1,11,We should increase the minimum wage because it increases worker productivity and reduces worker turnover.
MW08_1,12,We should increase the minimum wage because it increases worker productivity and reduces employee turnover.
MW08_1,13,Increasing the minimum wage increases worker productivity.
MW08_1,14,Worker productivity will be increased when the min wage is increased.
MW08_1,15,We should increase the minimum wage to increase worker productivity and reduce employee turnover
MW08_1,16,"We have to increase the minimum wage, because it increases worker productivity and reduces turnover."
MW08_1,17,"We should increase the minimum wage, because it would increase worker productivity and reduce employee turnover."
MW08_1,18,The minimum wage should be increased because it will increase worker productivity and reduces employee turnover
MW08_1,19,"Increasing the minimum wage would allow employers to reduce employee turnover, thus employees work longer and steadier. Thus, we should increase the minimum wage."
MW08_1,20,We should raise the minimum wage because that increases worker productivity and reduces employee turnover.
MW09_1,1,We should increase the minimum wage as this has the positive effect of reducing crime.
MW09_1,2,"We should increase the minimum wage because it reduces crime, which is beneficial to society."
MW09_1,3,Crime will decrease if we increase the minimum wage.
MW09_1,4,Minimum wage increase may help reduce crime.
MW09_1,5,There is need to enlarge the minimum wage to decrease crime which is wise.
MW09_1,6,"Increasing the minimum wage has the benefit of reducing crime. We should, therefore, increase the minimum wage."
MW09_1,7,More money makes less need for criminal income. We should increase minimum wage to reduce crime
MW09_1,8,The minimum wage should be increased as a means of reducing crime.
MW09_1,9,Increasing the minimum wage reduces crime rates.
MW09_1,10,We should increase the minimum wage because it will help reduce crime..
MW09_1,11,We should increase the minimum wage because it reduces crime.
MW09_1,12,We should increase the minimum wage because it would reduce crime.
MW09_1,13,A bigger min wage reduces crime so it should be raised.
MW09_1,14,Minimum wage should be increased to help reduce crime.
MW09_1,15,Increasing the minimum wage reduces crime.
MW09_1,16,"We should increase the minimum wage, because it would reduce crime."
MW09_1,17,We should increase the minimum wage because it reduces crime
MW09_1,18,We should increase the minimum wage because it reduces crime
MW09_1,19,We should raise the minimum wage because it reduces crime.
MW09_1,20,The minimum wage should be increased because reducing poverty reduces crime
MW10_1,1,We should not increase the minimum wage because this has an intolerable effect of reducing teenage employment as 24% of minimum wage workers are teenagers.
MW10_1,2,We should not increase the minimum wage because it reduces teenage employment.
MW10_1,3,"The minimum wage should not be increased because it reduces the employment of teenagers, who make up 24% of minimum wage workers."
MW10_1,4,Increasing the minimum wage would raise teenage unemployment.
MW10_1,5,Raising the minimum wage could result in an increase in teenage unemployment.
MW10_1,6,A rise in the minimum wage isn't advisable as it decreases teenage employment because they are 24% of workers which is not acceptable.
MW10_1,7,"Nearly a quarter of minimum wage workers are teenagers, which means that increasing the minimum wage reduces teenage employment rates, thereby denying this sector of the population gainful and useful employment.  Therefore we should not increase the minimum wage."
MW10_1,8,The minimum wage should not be increased because it seems silly to increase the wage of a group largely comprised of teenagers.
MW10_1,9,We should not increase the minimum wage because is will reduce teenage employment.
MW10_1,10,We shouldn't increase the minimum wage because it reduces teenage employment.
MW10_1,11,We should not increase the minimum wage because it reduces teenage employment.
MW10_1,12,Increasing the min wage reduces teenage employment so we should not increase it
MW10_1,13,Increasing the minimum wage would unfortunately result in reduced teenage employment rates.
MW10_1,14,"We shouldn't increase the minimum wage, because it decreases teenage employment."
MW10_1,15,We should not increase the minimum wage because it would reduce teenage employment since 24% of minimum wage workers are teenagers.
MW10_1,16,Increasing the minimum wage reduces teenage employment because 24% of minimum wage workers are teenagers; therefore we should not increase the minimum wage to avoid reducing teenage employment rates.
MW10_1,17,The minimum wage should not be increased because it reduces teenage employment because 24% of minimum wage workers are teenagers.
MW10_1,18,"Increasing the minimum wage would reduce teenage employment, teenagers make up 24 percent of the minimum wage workers. It would not be wise to reduce teenage employment and as such the minimum wage should not be raised."
MW10_1,19,We should not increase the minimum wage because it reduces teenage employment.
MW10_1,20,We should not raise the minimum wage because that reduces teenage employment because 24% of minimum wage workers are teenagers.
MW11_1,1,Raising the minimum wage decreases employee benefits so we should therefore not do it.
MW11_1,2,We should not raise the minimum wage because it will mean a decrease in employee benefits
MW11_1,3,There is need not to increase the minimum wage as it decreases employee benefits which is repellant.
MW11_1,4,We should not increase the minimum wage because raising the minimum wage decreases employee benefits.
MW11_1,5,"It's been shown that raising the minimum wage results in the economic and societal negative of decreased employee benefits. Therefore, we should not increase the minimum wage."
MW11_1,6,Raising the minimum wage would lower employee benefits and no one wants that.
MW11_1,7,Employees have to many benefits raising the minimum wage will decrease the benefits
MW11_1,8,An detrimental increase in minimum wage would cause companies to reduce access to essential employee benefits for many workers.
MW11_1,9,The minimum wage should not be increased because doing so decreases employee benefits.
MW11_1,10,Raising the minimum wage decreases employee benefits.
MW11_1,11,Employee benefits would be crushed by the minimum wage ever increasing in height. A decrease for an increase is not worth it.
MW11_1,12,We should not increase minimum wage because it will decrease employee benefits.
MW11_1,13,We should not increase the minimum wage because it decreases employee benefits.
MW11_1,14,We should not increase the minimum wage because this will decrease employee benefits.
MW11_1,15,Raising the min wage decreases employee benefits so we should not increase it
MW11_1,16,"We can't increase the minimum wage, it decrease employee benefits."
MW11_1,17,"We should not increase the minimum wage, because doing so would decrease employee benefits."
MW11_1,18,The minimum wage should not be increased because it will decrease employee benefits.
MW11_1,19,We should not raise the minimum wage because it decreases employee benefits.
MW11_1,20,We should not increase the minimum wage because it decreases employee benefits.
