fragment_id,response
GC05_5,"We do not need more gun control laws, because they do not reduce gun murder. We know this because most state-level gun control laws do not reduce the firearm death rate."
GC05_5,More gun control laws do not reduce gun murder because most state-level gun control laws do not reduce the firearm death rate.
GC05_5,"Despite gun control laws the firearm death rate has not dropped, this is evidence that gun control laws do not reduce firearm deaths."
GC06_1,Gun ownership is not needed because it causes accidental gun death.
GC06_1,Lots of accidental gun death results from gun ownership which is completely avoidable.
GC06_1,Gun ownership should be prevented because it causes accidental death.
GC06_1,Gun ownership is inessential as it causes accidental gun death which is dispensable.
GC06_1,"Gun ownership can lead to the event of an accidental death by gunfire. Because of this, it's clear that gun ownership is not necessary."
GC06_1,"Guns just sit around until someone accidentally gets shot to death, tragedies like these can be avoided by not owning useless dangerous weapons."
GC06_1,guns can cause accidental death and therefore are not necessary
GC06_1,Gun ownership so often leads to accidental gun death that perhaps gun ownership is not a necessary right.
GC06_1,"Gun ownership can cause accidental gun death, so guns should not be owned."
GC06_1,Owning a gun is not needed and can cause upsetting outcomes such as an accidental gun death.
GC06_1,We don't need guns because gun ownership can cause accidental deaths.
GC06_1,"Irresponsible gun ownership can lead to accidental gun deaths, so the gun ownership should be similar to a drivers license, with owners verifying they have proper gun safety training."
GC06_1,Gun ownership is not necessary due to its causes of accidental gun death.
GC06_1,We don't need gun ownership; we don't want accidental gun death.
GC06_1,"We do not need gun ownership, because it causes accidental gun death."
GC06_1,We don't need gun ownership because there could be accidental gun deaths.
GC06_1,"Gun ownership has been shown to lead to accidental gun deaths, to prevent this gun ownership, which is not a needed resource, should be curtailed."
GC06_1,"Since gun ownership causes accidental gun death, gun ownership is not necessary."
GC06_2,More gun control laws should be passed to prevent accidental gun death.
GC06_2,More gun control laws are mandatory to prevent gun ownership that roots for accidental gun death which is intolerable.
GC06_2,Statistics show that gun ownership can lead to the negative repercussion of accidental gun death. Further gun control laws can serve as a means to prevent gun ownership. Therefore more gun control laws are required.
GC06_2,We need more gun control laws because those laws will prevent accidental gun death.
GC06_2,More gun control laws would prevent accidental gun death to gun owners.
GC06_2,"We need more gun control laws, because preventing gun ownership prevents gun death."
GC06_2,"We need more gun control laws, because they prevent gun ownership and thereby accidental gun death."
GC06_2,We need more gun control laws because they can prevent gun ownership which can cause accidental gun deaths.
GC06_2,We should have more gun control laws because of accidental gun deaths.
GC06_3,Education about gun safety is favorable to stricter gun control laws because education reduces rates of delinquency.
GC06_3,"Though some argue that gun control laws prevent accidental deaths, education about guns and gun safety has been shown to provide a more effective means of ensuring gun safety.  Therefore, more gun control laws should not be passed."
GC06_3,More gun control laws aren't required as education about gun and it's safety is a way to prevent accidental gun deaths.
GC06_3,"The current gun laws are sufficient, however at this time gun education should be increased, as this will more more efficiently effect gun safety."
GC06_3,"Since education about guns and gun safety is shown to prevent accidental gun deaths and decrease rates of delinquency in households where gun safety is taught, there should not be more gun control laws."
GC06_3,"Education about guns and gun safety is a provable means to prevent accidental gun deaths, and is further laudable as  children taught about firearms and their legitimate uses by family members generally have lower rates of delinquency, even then in those houses with children without guns. So while some argue more gun control laws prevent accidental gun deaths must effectively, such may not be at all the case.  More gun control laws are not needful."
GC06_3,We don't need more gun control laws because if we just education children about firearm safety we will have fewer accidental deaths.
GC06_3,More gun laws are not necessary because educating about guns and practicing gun safety also prevent accidental gun deaths.
GC06_3,We don't need more gun control laws because people and children can be taught about guns instead making them just as safe.
GC06_3,Education about gun safety would be a better means of preventing accidental gun deaths than gun control laws.
GC06_3,"We don't need gun control laws, because education about guns and gun safety is better."
GC06_3,"We do not need more gun controls, because education about guns and gun safety is a better option to prevent gun deaths. This is because children who are taught about firearms and their legitimate uses by family members have much lower rates of delinquency than children in households without guns."
GC06_3,We don't need more gun control laws because children taught about gun safety have lower rates of delinquency than children in households without guns
GC06_3,"While some argue that gun control laws are meant to prevent accidental gun deaths education about guns is better than it used to be and as such it prevents accidental gun deaths on it's own, negating the need for more gun control laws."
GC06_3,Gun Control laws are not necessary because education can teach children about them
GC06_3,We do not need more gun control laws because education aboaut guns and gun safety is better because children are taught about firearms and their legitimate uses by family members.
GC06_3,"We should not implement more gun control laws because education around gun safety is a valid way to prevent accidental gun deaths, and the legitimate use of guns in a household may even contribute to lower r rates of delinquincy"
GC07_1,Background checks for guns are needed because they reduce gun crime which is a positive outcome.
GC07_1,Background checks for guns are necessary because they help to reduce gun crime.
GC07_1,Background checks are needed to reduce gun crime.
GC07_1,Background checks for guns are obligatory to reduce gun crime which is sensible.
GC07_1,"Because background checks for guns reduce gun crime, they are providing a societal benefit.  Therefore background checks for guns are a must."
GC07_1,Background checks for guns are necessary because they help reduce gun crime.
GC07_1,We need background checks for purchasing guns because such checks will reduce crime.
GC07_1,We should have background checks for guns because they would reduce gun crime.
GC07_1,Reducing gun crime requires a background check amoung individuals.
GC07_1,"We need background checks, because they reduce gun crime."
GC07_1,We need background checks for guns to reduce gun crime.
GC07_1,We should have background checks for guns because they reduce gun crime.
GC07_1,"Background checks have been shown to reduce gun crime, as such background checks are needed to protect our current society."
GC07_1,We need background checks for guns because they reduce gun crime.
GC07_1,To reduce gun crime background checks are necessary.
GC07_2,Background checks for guns are not admissible because they invade our privacy.
GC07_2,Background checks for guns should be avoided because they invade privacy.
GC07_2,Background checks for guns is irrelevant as it invades in our privacy which is unpleasant.
GC07_2,"Background checks for guns are an unwanted and unwarranted invasion into our personal privacy.  It can be concluded, therefore, that background checks for guns are not tolerable."
GC07_2,Background checks are invasive to people's privacy and thus we shouldn't use them for gun purchases.
GC07_2,There shouldn't be any background checks for guns because it invades the privacy of people.
GC07_2,"Background checks for guns are invasive, so we shouldn't support them."
GC07_2,"There should be no background checks for guns, because they invade our privacy."
GC07_2,"We should not have background checks for guns, because that invades our privacy."
GC07_2,We should not have background checks for guns because it invades our privacy.
GC07_2,"Background checks for guns invade privacy, as such they are not needed."
GC07_2,Background checks for guns invade our privacy.
GC07_2,We should not accept background checks for guns because they invade our privacy.
GC08_1,More gun control laws should be implemented because such laws reduce the society costs associated with gun violence.
GC08_1,More gun control laws are needed to reduce the societal costs associated with gun violence.
GC08_1,More gun control laws which reduce the societal costs associated with gun violence are necessary.
GC08_1,More gun control laws are mandatory as it reduces the societal costs associated with gun violence which is advisable.
GC08_1,"With more gun control laws, the societal costs associated with gun violence are reduced to the benefit of all.  Therefore, more gun laws are a requirement."
GC08_1,More gun control laws are necessary to reduce to the societal costs associated with gun violence.
GC08_1,We need more beneficial gun control laws to reduce the social costs that gun violence brings about.
GC08_1,We need more gun control laws because they will reduce the social costs incurred by gun violence.
GC08_1,We should pass gun control laws because they reduce societal costs from gun violence.
GC08_1,"Guns are associated with violence, which is why more gun control laws are necessary."
GC08_1,More gun control laws are necessary because societal costs from gun violence are reduced.
GC08_1,Gun control laws are good for society because the costs of gun violence are too high.
GC08_1,Gun control laws reduce the cost of gun violence.
GC08_1,Gun control laws are necessary to reduce the societal costs associated with gun violence
GC08_1,"We need more gun control laws, they reduce the societal costs associated with gun violence."
GC08_1,"We need more gun control laws, because they reduce the societal costs associated with gun violence."
GC08_1,More gun control laws should be enacted because they will reduce the societal costs associated with gun violence.
GC08_1,We need more gun control laws because they reduce the societal costs associated with gun violence.
GC08_1,Gun controls are necessary because it will reduce the societal costs due to gun voilence.
GC08_1,We need more gun control because that reduces the societal costs associated with gun violence.
GC09_1,"Most adults support common-sense gun control, so all legistaltion should reflect common-sense gun control."
GC09_1,"Common-sense gun control is tolerable because a majority of adults support common-sense gun control such as background checks, bans on assault weapons, and bans on high-capacity magazines and we should adhere to popular opinion."
GC09_1,"Common-sense gun control laws, such as background checks, bans on assault weapons, and bans on high-capacity magazines, should be passed because a majority of adults support these proposals."
GC09_1,"Common-sense gun control is admissible as majority of adults are in support of such as background checks, bans on assault weapons, and bans on high-capacity magazines."
GC09_1,"Because a majority of adults support common-sense gun control such as background checks, bans on assault weapons, and bans on high-capacity magazines and we should response popular opinion, we should implement common sense gun control."
GC09_1,"Common-sense gun control should clearly be implemented at this point as a majority of adults support common-sense gun control such as background checks, bans on assault weapons, and bans on high-capacity magazines."
GC09_1,"We should give due weight to general public opinion, which shows that a majority of adults support common-sense gun control such as background checks, bans on assault weapons, and bans on high-capacity magazines.  Common-sense gun control is totally tolerable."
GC09_1,"Stricter gun control legislation such as increased background checks, bans on assault weapons and bans on high-capacity magazines should be implemented because a majority of adults support such legislation."
GC09_1,"Popular opinion should be respected and an approach to gun control from a common-sense standpoint makes sense: background checks, bans on assault weapons, bans on high-capacity magazines, etc."
GC09_1,We need common sense gun laws because our population is ready to embrace these sorts of measures.
GC09_1,We should have more common sense gun control because it is the popular opinion with most adults.
GC09_1,"Common-sense gun control such as background checks, bans on assault weapons, and bans on high-capacity magazines control is acceptable due to the fact the majority of adults support it."
GC09_1,Implementing common-sense gun control such as background checks and bans on guns and gun accessories designed to inflict mass casualties expresses the will of the public.
GC09_1,"Common- sense gun control is enough, popular opinion says that many want background checks, no assault weapons, and ban on high-capacity magazines."
GC09_1,"We should have common-sense gun control, because a majority of adults support common-sense gun control such as background checks, bans on assault weapons, and bans on high-capacity magazines."
GC09_1,Common sense gun control should be adopted because a majority of adults support and we should respect popular opinion.
GC09_1,"Since a majority of adults support common sense gun control such as background checks, bans on assault weapons and high capacity magazines, we should respect the common opinion, more common sense gun laws are needed."
GC09_1,"With proper restrictions in place such as background checks, bans on assault weapons, and bans on high-capacity magazines in place, the general public may find common-sense gun control to be more comfortable to agree upon."
GC09_1,"We should accept common-sense gun control because the majority of adults support background checks, bans on assault weapons, and bans on high-capacity magazines."
